tweet_id,tweet_created,airline,airline_sentiment,negative_reason,text
677,2025-03-30 18:23:50,JetBlue,positive,,This is a positive tweet about JetBlue.
678,2025-03-23 08:48:10,US Airways,negative,Damaged Luggage,This is a negative tweet about US Airways.
679,2025-02-02 00:10:58,Virgin America,negative,Customer Service Issue,This is a negative tweet about Virgin America.
680,2025-04-13 14:15:14,JetBlue,neutral,,This is a neutral tweet about JetBlue.
681,2025-03-29 18:35:03,Delta,negative,Lost Luggage,This is a negative tweet about Delta.
682,2025-04-13 13:33:04,Southwest,neutral,,This is a neutral tweet about Southwest.
683,2025-03-23 12:58:15,Delta,negative,Cancelled Flight,This is a negative tweet about Delta.
684,2025-03-02 00:26:19,Delta,neutral,,This is a neutral tweet about Delta.
685,2025-02-03 00:22:59,American,negative,Other Issue,This is a negative tweet about American.
686,2025-02-15 13:05:02,JetBlue,neutral,,This is a neutral tweet about JetBlue.
687,2025-04-14 13:23:04,American,neutral,,This is a neutral tweet about American.
688,2025-01-29 19:25:31,United,positive,,This is a positive tweet about United.
689,2025-02-12 12:05:26,JetBlue,negative,longlines,This is a negative tweet about JetBlue.
690,2025-02-19 22:36:23,United,neutral,,This is a neutral tweet about United.
691,2025-01-26 13:33:53,United,negative,Customer Service Issue,This is a negative tweet about United.
692,2025-03-18 04:05:16,Virgin America,negative,longlines,This is a negative tweet about Virgin America.
693,2025-01-27 01:30:23,Virgin America,negative,Lost Luggage,This is a negative tweet about Virgin America.
694,2025-02-16 03:40:14,Southwest,negative,Bad Flight,This is a negative tweet about Southwest.
695,2025-03-02 04:20:51,Virgin America,negative,Customer Service Issue,This is a negative tweet about Virgin America.
696,2025-03-11 20:02:09,Virgin America,negative,Flight Attendant Complaints,This is a negative tweet about Virgin America.
697,2025-01-25 21:04:26,JetBlue,negative,Lost Luggage,This is a negative tweet about JetBlue.
698,2025-02-10 04:18:26,Virgin America,neutral,,This is a neutral tweet about Virgin America.
699,2025-02-15 05:25:07,Delta,positive,,This is a positive tweet about Delta.
700,2025-03-07 10:22:37,American,negative,Damaged Luggage,This is a negative tweet about American.
701,2025-02-15 12:29:52,Virgin America,neutral,,This is a neutral tweet about Virgin America.
702,2025-01-31 10:21:23,US Airways,positive,,This is a positive tweet about US Airways.
703,2025-02-15 06:53:33,US Airways,positive,,This is a positive tweet about US Airways.
704,2025-03-12 14:11:47,United,negative,Late Flight,This is a negative tweet about United.
705,2025-02-22 21:43:12,Virgin America,negative,Flight Booking Problems,This is a negative tweet about Virgin America.
706,2025-04-08 03:41:37,American,positive,,This is a positive tweet about American.
707,2025-02-21 15:50:53,Southwest,positive,,This is a positive tweet about Southwest.
708,2025-01-23 21:17:51,JetBlue,positive,,This is a positive tweet about JetBlue.
709,2025-02-12 04:49:34,United,neutral,,This is a neutral tweet about United.
710,2025-03-19 10:25:56,US Airways,negative,Flight Attendant Complaints,This is a negative tweet about US Airways.
711,2025-03-17 06:43:24,American,positive,,This is a positive tweet about American.
712,2025-01-30 18:25:34,Delta,negative,Other Issue,This is a negative tweet about Delta.
713,2025-03-04 06:43:08,Delta,positive,,This is a positive tweet about Delta.
714,2025-02-05 18:23:27,JetBlue,negative,Bad Flight,This is a negative tweet about JetBlue.
715,2025-03-13 13:35:12,Southwest,negative,Flight Booking Problems,This is a negative tweet about Southwest.
716,2025-02-25 18:03:46,United,positive,,This is a positive tweet about United.
717,2025-02-13 17:32:14,American,negative,Bad Flight,This is a negative tweet about American.
718,2025-02-06 19:19:03,Delta,positive,,This is a positive tweet about Delta.
719,2025-04-02 06:05:00,Virgin America,neutral,,This is a neutral tweet about Virgin America.
720,2025-02-01 14:15:29,United,negative,Lost Luggage,This is a negative tweet about United.
721,2025-04-18 04:21:21,Virgin America,neutral,,This is a neutral tweet about Virgin America.
722,2025-02-14 08:06:06,JetBlue,positive,,This is a positive tweet about JetBlue.
723,2025-03-26 00:39:05,American,positive,,This is a positive tweet about American.
724,2025-02-03 02:02:15,United,neutral,,This is a neutral tweet about United.
725,2025-02-07 10:53:58,Southwest,neutral,,This is a neutral tweet about Southwest.
726,2025-03-02 22:09:12,American,neutral,,This is a neutral tweet about American.
727,2025-02-08 05:57:56,Southwest,positive,,This is a positive tweet about Southwest.
728,2025-03-27 23:19:57,Delta,positive,,This is a positive tweet about Delta.
729,2025-02-12 17:28:33,Southwest,positive,,This is a positive tweet about Southwest.
730,2025-03-05 20:33:44,United,negative,longlines,This is a negative tweet about United.
731,2025-02-25 19:17:55,Virgin America,neutral,,This is a neutral tweet about Virgin America.
732,2025-04-10 18:09:56,Southwest,negative,Flight Attendant Complaints,This is a negative tweet about Southwest.
733,2025-04-01 04:07:36,Delta,positive,,This is a positive tweet about Delta.
734,2025-04-14 02:34:39,Delta,negative,Flight Booking Problems,This is a negative tweet about Delta.
735,2025-02-10 11:02:17,JetBlue,neutral,,This is a neutral tweet about JetBlue.
736,2025-02-16 11:00:10,US Airways,negative,Flight Booking Problems,This is a negative tweet about US Airways.
737,2025-04-13 18:30:50,Southwest,negative,Bad Flight,This is a negative tweet about Southwest.
738,2025-04-13 17:30:05,United,negative,Flight Attendant Complaints,This is a negative tweet about United.
739,2025-04-11 05:54:54,United,negative,Late Flight,This is a negative tweet about United.
740,2025-01-22 23:46:11,Southwest,negative,Flight Booking Problems,This is a negative tweet about Southwest.
741,2025-03-04 00:21:09,US Airways,negative,Late Flight,This is a negative tweet about US Airways.
742,2025-02-18 19:46:26,Delta,negative,Damaged Luggage,This is a negative tweet about Delta.
743,2025-02-23 11:52:01,United,negative,Cancelled Flight,This is a negative tweet about United.
744,2025-03-31 18:18:01,Delta,negative,Late Flight,This is a negative tweet about Delta.
745,2025-03-05 20:16:42,JetBlue,positive,,This is a positive tweet about JetBlue.
746,2025-04-17 06:29:02,Virgin America,negative,Customer Service Issue,This is a negative tweet about Virgin America.
747,2025-01-21 21:37:04,Southwest,positive,,This is a positive tweet about Southwest.
748,2025-04-03 15:07:46,Virgin America,negative,Bad Flight,This is a negative tweet about Virgin America.
749,2025-02-20 15:14:58,US Airways,negative,Flight Attendant Complaints,This is a negative tweet about US Airways.
750,2025-03-27 17:33:26,US Airways,neutral,,This is a neutral tweet about US Airways.
751,2025-03-15 02:42:20,Southwest,positive,,This is a positive tweet about Southwest.
752,2025-03-03 10:41:29,Virgin America,positive,,This is a positive tweet about Virgin America.
753,2025-02-20 15:33:42,Delta,positive,,This is a positive tweet about Delta.
754,2025-02-13 20:22:34,Virgin America,neutral,,This is a neutral tweet about Virgin America.
755,2025-01-27 02:28:57,Delta,neutral,,This is a neutral tweet about Delta.
756,2025-01-25 16:20:57,Virgin America,positive,,This is a positive tweet about Virgin America.
757,2025-02-24 20:12:16,Delta,positive,,This is a positive tweet about Delta.
758,2025-01-22 16:28:52,Southwest,neutral,,This is a neutral tweet about Southwest.
759,2025-03-12 03:36:15,American,neutral,,This is a neutral tweet about American.
760,2025-03-11 04:31:59,American,negative,Cancelled Flight,This is a negative tweet about American.
761,2025-03-30 10:08:33,American,negative,Flight Attendant Complaints,This is a negative tweet about American.
762,2025-02-23 12:14:41,US Airways,positive,,This is a positive tweet about US Airways.
763,2025-01-29 07:27:42,Virgin America,negative,Bad Flight,This is a negative tweet about Virgin America.
764,2025-02-20 15:34:35,Southwest,negative,Other Issue,This is a negative tweet about Southwest.
765,2025-02-01 19:41:16,American,positive,,This is a positive tweet about American.
766,2025-02-09 05:18:36,Delta,negative,longlines,This is a negative tweet about Delta.
767,2025-01-26 10:34:15,Delta,negative,Flight Booking Problems,This is a negative tweet about Delta.
768,2025-02-07 18:35:21,American,positive,,This is a positive tweet about American.
769,2025-03-07 13:36:36,American,negative,Lost Luggage,This is a negative tweet about American.
770,2025-03-17 17:59:43,US Airways,negative,Lost Luggage,This is a negative tweet about US Airways.
771,2025-04-10 02:21:57,JetBlue,negative,longlines,This is a negative tweet about JetBlue.
772,2025-02-07 02:17:24,American,neutral,,This is a neutral tweet about American.
773,2025-04-07 06:45:48,Virgin America,negative,Cancelled Flight,This is a negative tweet about Virgin America.
774,2025-04-02 16:20:56,Delta,negative,Late Flight,This is a negative tweet about Delta.
775,2025-01-20 11:35:49,Virgin America,negative,Late Flight,This is a negative tweet about Virgin America.
776,2025-02-23 08:35:39,JetBlue,negative,Bad Flight,This is a negative tweet about JetBlue.
777,2025-02-05 22:55:49,JetBlue,negative,Lost Luggage,This is a negative tweet about JetBlue.
778,2025-02-19 23:02:08,Southwest,neutral,,This is a neutral tweet about Southwest.
779,2025-03-26 16:23:29,United,positive,,This is a positive tweet about United.
780,2025-02-20 19:53:23,American,positive,,This is a positive tweet about American.
781,2025-02-11 17:08:51,US Airways,positive,,This is a positive tweet about US Airways.
782,2025-04-11 04:14:16,Southwest,neutral,,This is a neutral tweet about Southwest.
783,2025-04-04 13:54:11,US Airways,positive,,This is a positive tweet about US Airways.
784,2025-04-03 05:25:52,American,neutral,,This is a neutral tweet about American.
785,2025-02-04 11:01:25,Delta,neutral,,This is a neutral tweet about Delta.
786,2025-03-17 16:31:46,Southwest,negative,longlines,This is a negative tweet about Southwest.
787,2025-03-25 16:41:38,US Airways,negative,Other Issue,This is a negative tweet about US Airways.
788,2025-04-04 00:05:27,United,negative,longlines,This is a negative tweet about United.
789,2025-03-24 19:12:23,US Airways,negative,Flight Attendant Complaints,This is a negative tweet about US Airways.
790,2025-03-03 09:00:05,American,neutral,,This is a neutral tweet about American.
791,2025-02-21 01:47:32,Southwest,negative,Damaged Luggage,This is a negative tweet about Southwest.
792,2025-03-23 17:42:03,JetBlue,negative,longlines,This is a negative tweet about JetBlue.
793,2025-02-01 02:56:49,Virgin America,negative,Cancelled Flight,This is a negative tweet about Virgin America.
794,2025-02-14 15:39:23,Virgin America,negative,Damaged Luggage,This is a negative tweet about Virgin America.
795,2025-03-20 10:46:22,Southwest,positive,,This is a positive tweet about Southwest.
796,2025-02-06 13:55:31,United,positive,,This is a positive tweet about United.
797,2025-02-05 21:20:34,Delta,negative,Damaged Luggage,This is a negative tweet about Delta.
798,2025-01-26 00:22:42,American,positive,,This is a positive tweet about American.
799,2025-03-23 19:12:30,United,negative,Bad Flight,This is a negative tweet about United.
800,2025-03-19 17:36:05,Delta,negative,Flight Attendant Complaints,This is a negative tweet about Delta.
801,2025-02-18 19:30:38,United,positive,,This is a positive tweet about United.
802,2025-04-11 20:10:11,American,positive,,This is a positive tweet about American.
803,2025-03-25 04:08:29,Southwest,positive,,This is a positive tweet about Southwest.
804,2025-04-05 07:33:46,Virgin America,negative,Flight Attendant Complaints,This is a negative tweet about Virgin America.
805,2025-02-12 05:11:07,American,positive,,This is a positive tweet about American.
806,2025-03-29 03:04:50,JetBlue,neutral,,This is a neutral tweet about JetBlue.
807,2025-04-13 18:19:30,United,negative,Late Flight,This is a negative tweet about United.
808,2025-03-13 21:41:59,Delta,positive,,This is a positive tweet about Delta.
809,2025-02-07 16:59:10,US Airways,negative,Customer Service Issue,This is a negative tweet about US Airways.
810,2025-02-28 04:13:24,United,positive,,This is a positive tweet about United.
811,2025-02-02 17:09:51,US Airways,negative,Lost Luggage,This is a negative tweet about US Airways.
812,2025-04-19 13:33:04,Delta,neutral,,This is a neutral tweet about Delta.
813,2025-03-08 08:33:48,US Airways,negative,Lost Luggage,This is a negative tweet about US Airways.
814,2025-01-27 02:25:16,United,positive,,This is a positive tweet about United.
815,2025-03-01 16:36:34,Delta,neutral,,This is a neutral tweet about Delta.
816,2025-04-01 10:12:14,American,neutral,,This is a neutral tweet about American.
817,2025-01-30 23:08:48,Southwest,negative,Cancelled Flight,This is a negative tweet about Southwest.
818,2025-03-15 12:04:58,American,positive,,This is a positive tweet about American.
819,2025-02-18 21:29:16,American,negative,Other Issue,This is a negative tweet about American.
820,2025-01-31 20:27:44,Southwest,neutral,,This is a neutral tweet about Southwest.
821,2025-03-05 14:52:33,United,neutral,,This is a neutral tweet about United.
822,2025-04-19 17:24:53,American,negative,Cancelled Flight,This is a negative tweet about American.
823,2025-03-26 18:39:22,Delta,negative,Flight Booking Problems,This is a negative tweet about Delta.
824,2025-02-16 20:39:31,JetBlue,neutral,,This is a neutral tweet about JetBlue.
825,2025-03-20 16:18:14,United,positive,,This is a positive tweet about United.
826,2025-02-05 17:57:06,American,positive,,This is a positive tweet about American.
827,2025-02-06 11:57:16,United,positive,,This is a positive tweet about United.
828,2025-02-25 18:54:44,American,negative,longlines,This is a negative tweet about American.
829,2025-03-09 21:20:08,Virgin America,negative,Flight Attendant Complaints,This is a negative tweet about Virgin America.
830,2025-02-08 13:30:54,United,neutral,,This is a neutral tweet about United.
831,2025-03-13 08:51:08,US Airways,positive,,This is a positive tweet about US Airways.
832,2025-04-04 18:00:34,JetBlue,positive,,This is a positive tweet about JetBlue.
833,2025-02-02 10:48:44,Southwest,positive,,This is a positive tweet about Southwest.
834,2025-03-06 17:09:31,Virgin America,negative,longlines,This is a negative tweet about Virgin America.
835,2025-03-01 18:26:18,Delta,neutral,,This is a neutral tweet about Delta.
836,2025-03-23 22:51:50,American,negative,Flight Booking Problems,This is a negative tweet about American.
837,2025-02-10 04:20:30,Virgin America,negative,longlines,This is a negative tweet about Virgin America.
838,2025-02-15 07:10:19,Southwest,positive,,This is a positive tweet about Southwest.
839,2025-02-26 19:16:14,Virgin America,negative,Customer Service Issue,This is a negative tweet about Virgin America.
840,2025-02-01 03:25:15,Southwest,positive,,This is a positive tweet about Southwest.
841,2025-03-12 04:35:28,Virgin America,positive,,This is a positive tweet about Virgin America.
842,2025-03-22 16:51:17,American,negative,Other Issue,This is a negative tweet about American.
843,2025-03-15 09:44:11,Southwest,negative,Other Issue,This is a negative tweet about Southwest.
844,2025-02-01 15:50:16,JetBlue,negative,Bad Flight,This is a negative tweet about JetBlue.
845,2025-04-11 14:47:13,US Airways,negative,Flight Attendant Complaints,This is a negative tweet about US Airways.
846,2025-03-20 05:45:59,US Airways,negative,Lost Luggage,This is a negative tweet about US Airways.
847,2025-03-29 09:27:57,American,positive,,This is a positive tweet about American.
848,2025-04-18 06:41:57,US Airways,negative,Damaged Luggage,This is a negative tweet about US Airways.
849,2025-02-25 02:40:21,US Airways,negative,Bad Flight,This is a negative tweet about US Airways.
850,2025-03-07 18:36:36,American,negative,Flight Attendant Complaints,This is a negative tweet about American.
851,2025-03-27 19:58:56,JetBlue,negative,Flight Attendant Complaints,This is a negative tweet about JetBlue.
852,2025-01-22 19:55:06,Delta,negative,longlines,This is a negative tweet about Delta.
853,2025-02-16 20:43:38,United,neutral,,This is a neutral tweet about United.
854,2025-03-04 22:49:33,US Airways,negative,Other Issue,This is a negative tweet about US Airways.
855,2025-03-30 00:08:04,US Airways,negative,Late Flight,This is a negative tweet about US Airways.
856,2025-02-13 02:23:45,JetBlue,positive,,This is a positive tweet about JetBlue.
857,2025-02-27 07:30:21,United,positive,,This is a positive tweet about United.
858,2025-03-23 02:03:08,Delta,neutral,,This is a neutral tweet about Delta.
859,2025-03-17 01:30:53,Southwest,positive,,This is a positive tweet about Southwest.
860,2025-02-09 19:29:59,United,neutral,,This is a neutral tweet about United.
861,2025-02-28 04:32:35,Virgin America,negative,Other Issue,This is a negative tweet about Virgin America.
862,2025-03-04 02:39:43,JetBlue,negative,Lost Luggage,This is a negative tweet about JetBlue.
863,2025-04-10 14:03:38,Southwest,positive,,This is a positive tweet about Southwest.
864,2025-04-05 11:30:47,JetBlue,positive,,This is a positive tweet about JetBlue.
865,2025-04-10 23:38:21,Virgin America,neutral,,This is a neutral tweet about Virgin America.
866,2025-04-04 06:53:57,JetBlue,positive,,This is a positive tweet about JetBlue.
867,2025-01-29 22:11:19,American,positive,,This is a positive tweet about American.
868,2025-02-02 07:46:31,Southwest,negative,Damaged Luggage,This is a negative tweet about Southwest.
869,2025-03-13 04:53:47,American,positive,,This is a positive tweet about American.
870,2025-03-20 17:37:50,American,positive,,This is a positive tweet about American.
871,2025-01-19 02:27:16,Delta,neutral,,This is a neutral tweet about Delta.
872,2025-02-07 14:27:57,Virgin America,negative,Customer Service Issue,This is a negative tweet about Virgin America.
873,2025-03-03 07:00:04,United,negative,Flight Attendant Complaints,This is a negative tweet about United.
874,2025-02-21 19:56:54,United,negative,longlines,This is a negative tweet about United.
875,2025-02-04 05:14:57,US Airways,positive,,This is a positive tweet about US Airways.
876,2025-03-03 09:49:28,US Airways,neutral,,This is a neutral tweet about US Airways.
877,2025-03-12 15:27:51,JetBlue,negative,Lost Luggage,This is a negative tweet about JetBlue.
878,2025-02-02 16:48:38,US Airways,neutral,,This is a neutral tweet about US Airways.
879,2025-04-05 00:28:50,Delta,negative,Lost Luggage,This is a negative tweet about Delta.
880,2025-01-30 05:15:47,United,positive,,This is a positive tweet about United.
881,2025-04-06 05:18:00,United,negative,Flight Attendant Complaints,This is a negative tweet about United.
882,2025-03-04 14:17:36,Delta,positive,,This is a positive tweet about Delta.
883,2025-04-18 09:26:45,JetBlue,negative,Flight Attendant Complaints,This is a negative tweet about JetBlue.
884,2025-02-24 20:24:34,US Airways,positive,,This is a positive tweet about US Airways.
885,2025-04-18 05:52:42,Delta,neutral,,This is a neutral tweet about Delta.
886,2025-01-23 05:10:44,Virgin America,positive,,This is a positive tweet about Virgin America.
887,2025-02-08 17:41:44,American,neutral,,This is a neutral tweet about American.
888,2025-02-19 18:58:48,Delta,neutral,,This is a neutral tweet about Delta.
889,2025-04-05 08:28:36,United,negative,Flight Attendant Complaints,This is a negative tweet about United.
890,2025-01-19 02:40:35,American,negative,Cancelled Flight,This is a negative tweet about American.
891,2025-03-01 08:39:14,Southwest,positive,,This is a positive tweet about Southwest.
892,2025-01-25 23:09:35,Delta,negative,Lost Luggage,This is a negative tweet about Delta.
893,2025-03-04 04:40:19,US Airways,positive,,This is a positive tweet about US Airways.
894,2025-04-08 22:01:07,Virgin America,neutral,,This is a neutral tweet about Virgin America.
895,2025-03-29 23:40:05,Delta,positive,,This is a positive tweet about Delta.
896,2025-04-09 11:48:59,Virgin America,negative,Damaged Luggage,This is a negative tweet about Virgin America.
897,2025-03-04 10:24:07,Delta,negative,Cancelled Flight,This is a negative tweet about Delta.
898,2025-04-16 20:51:27,United,negative,Flight Attendant Complaints,This is a negative tweet about United.
899,2025-03-10 00:39:45,Delta,positive,,This is a positive tweet about Delta.
900,2025-01-30 07:27:23,Southwest,negative,longlines,This is a negative tweet about Southwest.
901,2025-01-21 11:32:28,Southwest,positive,,This is a positive tweet about Southwest.
902,2025-03-19 21:35:24,JetBlue,positive,,This is a positive tweet about JetBlue.
903,2025-02-16 03:03:01,JetBlue,positive,,This is a positive tweet about JetBlue.
904,2025-01-24 15:03:00,US Airways,negative,Late Flight,This is a negative tweet about US Airways.
905,2025-03-04 23:44:57,American,positive,,This is a positive tweet about American.
906,2025-04-03 22:01:20,US Airways,positive,,This is a positive tweet about US Airways.
907,2025-02-24 08:56:01,Southwest,positive,,This is a positive tweet about Southwest.
908,2025-02-08 01:05:19,Virgin America,negative,Flight Attendant Complaints,This is a negative tweet about Virgin America.
909,2025-03-29 20:36:40,Delta,negative,Customer Service Issue,This is a negative tweet about Delta.
910,2025-04-06 21:37:02,JetBlue,negative,longlines,This is a negative tweet about JetBlue.
911,2025-04-07 07:58:35,United,negative,longlines,This is a negative tweet about United.
912,2025-02-23 10:41:27,Delta,negative,Flight Attendant Complaints,This is a negative tweet about Delta.
913,2025-04-09 08:04:50,United,neutral,,This is a neutral tweet about United.
914,2025-03-24 18:48:32,US Airways,negative,Lost Luggage,This is a negative tweet about US Airways.
915,2025-01-26 04:10:59,Delta,negative,longlines,This is a negative tweet about Delta.
916,2025-03-11 17:13:19,Virgin America,negative,Bad Flight,This is a negative tweet about Virgin America.
917,2025-03-31 02:43:25,US Airways,neutral,,This is a neutral tweet about US Airways.
918,2025-04-06 16:22:33,Delta,neutral,,This is a neutral tweet about Delta.
919,2025-02-20 13:35:26,American,positive,,This is a positive tweet about American.
920,2025-03-03 00:06:35,JetBlue,positive,,This is a positive tweet about JetBlue.
921,2025-02-09 12:43:08,US Airways,negative,longlines,This is a negative tweet about US Airways.
922,2025-01-30 21:08:30,United,negative,Other Issue,This is a negative tweet about United.
923,2025-03-25 15:48:01,JetBlue,positive,,This is a positive tweet about JetBlue.
924,2025-03-13 06:59:01,American,negative,Lost Luggage,This is a negative tweet about American.
925,2025-01-24 20:26:20,US Airways,negative,Other Issue,This is a negative tweet about US Airways.
926,2025-04-10 18:15:41,United,positive,,This is a positive tweet about United.
927,2025-04-08 06:49:59,Virgin America,neutral,,This is a neutral tweet about Virgin America.
928,2025-01-22 17:53:52,Virgin America,neutral,,This is a neutral tweet about Virgin America.
929,2025-04-05 08:28:08,Southwest,positive,,This is a positive tweet about Southwest.
930,2025-03-03 21:43:36,JetBlue,neutral,,This is a neutral tweet about JetBlue.
931,2025-01-26 22:01:09,Delta,neutral,,This is a neutral tweet about Delta.
932,2025-02-16 06:14:57,Delta,positive,,This is a positive tweet about Delta.
933,2025-03-29 15:06:08,Southwest,negative,Lost Luggage,This is a negative tweet about Southwest.
934,2025-02-21 00:49:54,American,positive,,This is a positive tweet about American.
935,2025-03-11 17:59:37,Southwest,neutral,,This is a neutral tweet about Southwest.
936,2025-04-08 23:35:10,Delta,positive,,This is a positive tweet about Delta.
937,2025-04-16 10:23:24,Virgin America,negative,Customer Service Issue,This is a negative tweet about Virgin America.
938,2025-03-30 05:10:12,American,negative,Customer Service Issue,This is a negative tweet about American.
939,2025-02-08 13:00:00,US Airways,positive,,This is a positive tweet about US Airways.
940,2025-04-06 03:10:46,Southwest,negative,Customer Service Issue,This is a negative tweet about Southwest.
941,2025-02-20 02:25:27,Southwest,negative,Flight Attendant Complaints,This is a negative tweet about Southwest.
942,2025-02-16 19:09:55,US Airways,positive,,This is a positive tweet about US Airways.
943,2025-03-13 16:43:25,Delta,negative,longlines,This is a negative tweet about Delta.
944,2025-04-05 01:31:26,United,neutral,,This is a neutral tweet about United.
945,2025-02-03 11:06:14,American,neutral,,This is a neutral tweet about American.
946,2025-04-06 06:01:38,US Airways,negative,Flight Attendant Complaints,This is a negative tweet about US Airways.
947,2025-03-07 01:43:12,Delta,negative,Lost Luggage,This is a negative tweet about Delta.
948,2025-02-13 18:59:49,Virgin America,negative,Bad Flight,This is a negative tweet about Virgin America.
949,2025-01-20 11:44:05,US Airways,negative,Cancelled Flight,This is a negative tweet about US Airways.
950,2025-02-09 22:49:02,JetBlue,negative,Bad Flight,This is a negative tweet about JetBlue.
951,2025-02-24 15:19:42,United,negative,Lost Luggage,This is a negative tweet about United.
952,2025-02-14 20:00:01,United,neutral,,This is a neutral tweet about United.
953,2025-04-07 04:43:57,US Airways,negative,Flight Booking Problems,This is a negative tweet about US Airways.
954,2025-03-26 06:25:54,United,positive,,This is a positive tweet about United.
955,2025-03-19 16:37:56,United,positive,,This is a positive tweet about United.
956,2025-02-17 11:50:53,American,negative,longlines,This is a negative tweet about American.
957,2025-02-09 11:42:49,American,negative,Flight Attendant Complaints,This is a negative tweet about American.
958,2025-03-13 12:06:52,American,neutral,,This is a neutral tweet about American.
959,2025-03-04 05:01:15,Southwest,positive,,This is a positive tweet about Southwest.
960,2025-02-27 10:00:10,Delta,negative,Other Issue,This is a negative tweet about Delta.
961,2025-03-29 20:23:31,Delta,positive,,This is a positive tweet about Delta.
962,2025-03-11 08:31:12,US Airways,negative,Flight Booking Problems,This is a negative tweet about US Airways.
963,2025-01-20 23:03:10,JetBlue,neutral,,This is a neutral tweet about JetBlue.
964,2025-02-19 06:05:06,Virgin America,positive,,This is a positive tweet about Virgin America.
965,2025-01-23 06:37:32,United,neutral,,This is a neutral tweet about United.
966,2025-02-05 08:35:21,US Airways,negative,Damaged Luggage,This is a negative tweet about US Airways.
967,2025-01-26 22:52:23,Southwest,negative,Late Flight,This is a negative tweet about Southwest.
968,2025-02-08 15:59:17,United,neutral,,This is a neutral tweet about United.
969,2025-03-05 18:46:26,Delta,negative,Customer Service Issue,This is a negative tweet about Delta.
970,2025-02-16 13:47:13,Southwest,negative,Flight Booking Problems,This is a negative tweet about Southwest.
971,2025-01-21 15:39:43,Southwest,negative,Flight Booking Problems,This is a negative tweet about Southwest.
972,2025-01-23 16:11:45,Delta,neutral,,This is a neutral tweet about Delta.
973,2025-03-23 23:55:43,JetBlue,positive,,This is a positive tweet about JetBlue.
974,2025-04-10 06:07:03,US Airways,neutral,,This is a neutral tweet about US Airways.
975,2025-02-03 15:37:52,JetBlue,positive,,This is a positive tweet about JetBlue.
976,2025-03-01 13:51:10,American,positive,,This is a positive tweet about American.
977,2025-02-05 12:05:13,Virgin America,positive,,This is a positive tweet about Virgin America.
978,2025-04-03 12:39:37,American,positive,,This is a positive tweet about American.
979,2025-02-18 19:12:54,US Airways,positive,,This is a positive tweet about US Airways.
980,2025-01-20 02:11:42,United,positive,,This is a positive tweet about United.
981,2025-01-26 10:31:52,Southwest,neutral,,This is a neutral tweet about Southwest.
982,2025-01-21 10:46:29,US Airways,positive,,This is a positive tweet about US Airways.
983,2025-03-08 06:11:10,Delta,negative,Late Flight,This is a negative tweet about Delta.
984,2025-02-07 04:35:18,JetBlue,neutral,,This is a neutral tweet about JetBlue.
985,2025-02-07 08:18:28,American,neutral,,This is a neutral tweet about American.
986,2025-04-10 18:25:31,American,positive,,This is a positive tweet about American.
987,2025-02-07 21:21:28,American,neutral,,This is a neutral tweet about American.
988,2025-03-12 19:11:41,Virgin America,negative,Flight Booking Problems,This is a negative tweet about Virgin America.
989,2025-03-12 14:24:38,Delta,neutral,,This is a neutral tweet about Delta.
990,2025-03-07 08:36:22,US Airways,positive,,This is a positive tweet about US Airways.
991,2025-04-03 14:18:21,American,positive,,This is a positive tweet about American.
992,2025-01-30 06:50:28,Delta,negative,Flight Booking Problems,This is a negative tweet about Delta.
993,2025-02-02 08:08:01,Southwest,neutral,,This is a neutral tweet about Southwest.
994,2025-03-19 23:55:05,Southwest,negative,Cancelled Flight,This is a negative tweet about Southwest.
995,2025-02-18 19:44:27,United,negative,longlines,This is a negative tweet about United.
996,2025-04-16 22:48:44,JetBlue,negative,longlines,This is a negative tweet about JetBlue.
997,2025-03-10 01:38:48,US Airways,negative,Damaged Luggage,This is a negative tweet about US Airways.
998,2025-04-19 19:04:10,United,negative,Cancelled Flight,This is a negative tweet about United.
999,2025-01-23 10:45:59,Delta,neutral,,This is a neutral tweet about Delta.
1000,2025-04-09 14:37:40,US Airways,positive,,This is a positive tweet about US Airways.
